user_id,precision,recall,ndcg,true_count,pred_count,overlap
member_0,0.2,0.5,0.36331756126716835,4,6,2
member_1,0.3,0.75,0.592512031964586,4,5,3
member_2,0.2,0.5,0.3071837157818931,4,6,2
member_3,0.1,0.25,0.3903800499921017,4,5,1
member_4,0.2,0.5,0.44149241373678083,4,7,2
member_5,0.2,0.5,0.5413996682199069,4,5,2
member_6,0.1,0.25,0.16812753627111746,4,8,1
member_7,0.1,0.25,0.16812753627111746,4,4,1
member_8,0.2,0.5,0.5135312443624667,4,8,2
member_9,0.2,0.5,0.5413996682199069,4,5,2
member_10,0.2,0.5,0.5585075862632192,4,5,2
member_11,0.1,0.25,0.13905617951077562,4,6,1
member_12,0.2,0.5,0.4144299250118475,4,6,2
member_13,0.2,0.5,0.4144299250118475,4,6,2
member_14,0.0,0.0,0.0,4,5,0
member_15,0.2,0.5,0.34620964322385606,4,6,2
member_16,0.1,0.25,0.19519002499605084,4,4,1
member_17,0.1,0.25,0.19519002499605084,4,6,1
member_18,0.2,0.5,0.4144299250118475,4,7,2
member_19,0.2,0.5,0.36331756126716835,4,6,2
member_20,0.2,0.5,0.5294362295028773,4,7,2
member_21,0.2,0.5,0.2811463015585058,4,8,2
member_22,0.0,0.0,0.0,4,6,0
member_23,0.3,0.75,0.7365896932159578,4,5,3
member_24,0.3,0.75,0.8318724637288826,4,5,3
member_25,0.2,0.5,0.5294362295028773,4,6,2
member_26,0.3,0.75,0.7095272044910244,4,6,3
member_27,0.1,0.25,0.3903800499921017,4,6,1
member_28,0.2,0.5,0.2532778777010656,4,8,2
member_29,0.1,0.25,0.15101961822780524,4,5,1
member_30,0.3,0.75,0.544556608342548,4,7,3
member_31,0.1,0.25,0.3903800499921017,4,5,1
member_32,0.1,0.25,0.3903800499921017,4,5,1
member_33,0.1,0.25,0.24630238874073,4,5,1
member_34,0.1,0.25,0.13905617951077562,4,7,1
member_35,0.2,0.5,0.5585075862632192,4,4,2
member_36,0.3,0.75,0.6804558477306826,4,6,3
member_37,0.1,0.25,0.15101961822780524,4,6,1
member_38,0.0,0.0,0.0,4,5,0
member_39,0.3,0.75,0.5805485932475565,4,6,3
member_40,0.2,0.5,0.2691828628414762,4,7,2
member_41,0.2,0.5,0.3071837157818931,4,7,2
member_42,0.2,0.5,0.34620964322385606,4,6,2
member_43,0.2,0.5,0.6366824387328317,4,5,2
member_44,0.2,0.5,0.4144299250118475,4,7,2
member_45,0.2,0.5,0.5855700749881525,4,6,2
member_46,0.0,0.0,0.0,4,6,0
member_47,0.1,0.25,0.13012668333070054,4,8,1
member_48,0.2,0.5,0.5413996682199069,4,6,2
member_49,0.0,0.0,0.0,4,5,0
member_50,0.0,0.0,0.0,4,4,0
member_51,0.1,0.25,0.15101961822780524,4,7,1
member_52,0.2,0.5,0.34620964322385606,4,6,2
member_53,0.1,0.25,0.13905617951077562,4,6,1
member_54,0.0,0.0,0.0,4,6,0
member_55,0.2,0.5,0.3973220069685352,4,5,2
member_56,0.2,0.5,0.4144299250118475,4,5,2
member_57,0.1,0.25,0.19519002499605084,4,7,1
member_58,0.2,0.5,0.29007579773858083,4,6,2
member_59,0.2,0.5,0.29007579773858083,4,6,2
member_60,0.2,0.5,0.44149241373678083,4,6,2
member_61,0.2,0.5,0.5855700749881525,4,6,2
member_62,0.2,0.5,0.3764290720714305,4,7,2
member_63,0.1,0.25,0.24630238874073,4,5,1
member_64,0.2,0.5,0.33424620450682646,4,6,2
member_65,0.1,0.25,0.15101961822780524,4,7,1
member_66,0.3,0.75,0.75369761125927,4,6,3
member_67,0.1,0.25,0.24630238874073,4,7,1
member_68,0.2,0.5,0.6366824387328317,4,6,2
member_69,0.2,0.5,0.5294362295028773,4,6,2
member_70,0.3,0.75,0.4852658227346317,4,6,3
member_71,0.3,0.75,0.42140541397218306,4,8,3
member_72,0.0,0.0,0.0,4,6,0
member_73,0.1,0.25,0.19519002499605084,4,6,1
member_74,0.2,0.5,0.5585075862632192,4,5,2
member_75,0.3,0.75,0.46437288783752695,4,7,3
member_76,0.2,0.5,0.2811463015585058,4,7,2
member_77,0.1,0.25,0.24630238874073,4,5,1
member_78,0.2,0.5,0.5585075862632192,4,5,2
member_79,0.1,0.25,0.24630238874073,4,6,1
member_80,0.2,0.5,0.34620964322385606,4,6,2
member_81,0.2,0.5,0.33424620450682646,4,6,2
member_82,0.1,0.25,0.15101961822780524,4,5,1
member_83,0.2,0.5,0.3853585682515056,4,6,2
member_84,0.1,0.25,0.13905617951077562,4,6,1
member_85,0.1,0.25,0.16812753627111746,4,6,1
member_86,0.3,0.75,0.75369761125927,4,7,3
member_87,0.2,0.5,0.5205067333228022,4,7,2
member_88,0.2,0.5,0.6366824387328317,4,6,2
member_89,0.2,0.5,0.5855700749881525,4,7,2
member_90,0.1,0.25,0.3903800499921017,4,7,1
member_91,0.1,0.25,0.15101961822780524,4,5,1
member_92,0.1,0.25,0.19519002499605084,4,4,1
member_93,0.1,0.25,0.24630238874073,4,4,1
member_94,0.1,0.25,0.3903800499921017,4,6,1
member_95,0.0,0.0,0.0,4,8,0
member_96,0.1,0.25,0.13012668333070054,4,7,1
member_97,0.1,0.25,0.16812753627111746,4,5,1
member_98,0.1,0.25,0.19519002499605084,4,5,1
member_99,0.3,0.75,0.592512031964586,4,5,3
member_100,0.3,0.75,0.5805485932475565,4,7,3
member_101,0.2,0.5,0.3853585682515056,4,7,2
member_102,0.1,0.25,0.16812753627111746,4,6,1
member_103,0.1,0.25,0.3903800499921017,4,4,1
member_104,0.1,0.25,0.24630238874073,4,5,1
member_105,0.1,0.25,0.19519002499605084,4,7,1
member_106,0.2,0.5,0.5855700749881525,4,5,2
member_107,0.1,0.25,0.3903800499921017,4,6,1
member_108,0.0,0.0,0.0,4,5,0
member_109,0.4,1.0,0.9828920819566879,4,6,4
member_110,0.3,0.75,0.5363781864793108,4,7,3
member_111,0.3,0.75,0.7246262544989281,4,7,3
member_112,0.2,0.5,0.3853585682515056,4,7,2
member_113,0.0,0.0,0.0,4,4,0
member_114,0.0,0.0,0.0,4,4,0
member_115,0.2,0.5,0.6366824387328317,4,6,2
member_116,0.1,0.25,0.19519002499605084,4,7,1
member_117,0.2,0.5,0.3853585682515056,4,6,2
member_118,0.2,0.5,0.5585075862632192,4,6,2
member_119,0.1,0.25,0.24630238874073,4,5,1
member_120,0.3,0.75,0.8048099750039491,4,4,3
member_121,0.2,0.5,0.32531670832675136,4,7,2
member_122,0.2,0.5,0.34620964322385606,4,5,2
member_123,0.2,0.5,0.29007579773858083,4,6,2
member_124,0.2,0.5,0.36331756126716835,4,5,2
member_125,0.3,0.75,0.4852658227346317,4,6,3
member_126,0.3,0.75,0.787702056960637,4,5,3
member_127,0.1,0.25,0.16812753627111746,4,6,1
member_128,0.2,0.5,0.44149241373678083,4,7,2
member_129,0.2,0.5,0.4144299250118475,4,6,2
member_130,0.0,0.0,0.0,4,7,0
member_131,0.2,0.5,0.6366824387328317,4,6,2
member_132,0.2,0.5,0.5855700749881525,4,4,2
member_133,0.1,0.25,0.19519002499605084,4,7,1
member_134,0.2,0.5,0.3973220069685352,4,6,2
member_135,0.2,0.5,0.3191471544989227,4,5,2
member_136,0.3,0.75,0.553486104522623,4,6,3
member_137,0.2,0.5,0.36331756126716835,4,4,2
member_138,0.2,0.5,0.2856436410275446,4,9,2
member_139,0.4,1.0,0.6153925060653322,4,8,4
member_140,0.3,0.75,0.7757386182436072,4,6,3
member_141,0.0,0.0,0.0,4,7,0
member_142,0.3,0.75,0.6096199500078984,4,6,3
member_143,0.1,0.25,0.24630238874073,4,6,1
member_144,0.1,0.25,0.13905617951077562,4,6,1
member_145,0.2,0.5,0.4144299250118475,4,7,2
member_146,0.1,0.25,0.16812753627111746,4,6,1
member_147,0.0,0.0,0.0,4,6,0
member_148,0.1,0.25,0.3903800499921017,4,5,1
member_149,0.1,0.25,0.15101961822780524,4,6,1
member_150,0.1,0.25,0.13012668333070054,4,7,1
member_151,0.2,0.5,0.36331756126716835,4,6,2
member_152,0.1,0.25,0.13905617951077562,4,6,1
member_153,0.2,0.5,0.5585075862632192,4,5,2
member_154,0.2,0.5,0.4144299250118475,4,9,2
member_155,0.4,1.0,0.8667163765466583,4,8,4
member_156,0.2,0.5,0.29007579773858083,4,6,2
member_157,0.2,0.5,0.6366824387328317,4,7,2
member_158,0.0,0.0,0.0,4,4,0
member_159,0.1,0.25,0.13905617951077562,4,6,1
member_160,0.2,0.5,0.33424620450682646,4,6,2
member_161,0.3,0.75,0.8318724637288826,4,5,3
member_162,0.1,0.25,0.16812753627111746,4,6,1
member_163,0.1,0.25,0.16812753627111746,4,5,1
member_164,0.1,0.25,0.16812753627111746,4,5,1
member_165,0.3,0.75,0.7246262544989281,4,6,3
member_166,0.2,0.5,0.6366824387328317,4,6,2
member_167,0.1,0.25,0.3903800499921017,4,5,1
member_168,0.2,0.5,0.34620964322385606,4,8,2
member_169,0.2,0.5,0.6366824387328317,4,6,2
member_170,0.0,0.0,0.0,4,6,0
member_171,0.3,0.75,0.592512031964586,4,9,3
member_172,0.2,0.5,0.6366824387328317,4,6,2
member_173,0.2,0.5,0.34620964322385606,4,6,2
member_174,0.3,0.75,0.6096199500078984,4,5,3
member_175,0.0,0.0,0.0,4,6,0
member_176,0.2,0.5,0.5413996682199069,4,6,2
member_177,0.1,0.25,0.15101961822780524,4,6,1
member_178,0.3,0.75,0.7246262544989281,4,6,3
member_179,0.2,0.5,0.29007579773858083,4,6,2
member_180,0.0,0.0,0.0,4,5,0
member_181,0.1,0.25,0.16812753627111746,4,6,1
member_182,0.1,0.25,0.3903800499921017,4,5,1
member_183,0.1,0.25,0.3903800499921017,4,5,1
member_184,0.2,0.5,0.3071837157818931,4,6,2
member_185,0.3,0.75,0.787702056960637,4,5,3
member_186,0.3,0.75,0.592512031964586,4,5,3
member_187,0.2,0.5,0.29007579773858083,4,6,2
member_188,0.2,0.5,0.5585075862632192,4,6,2
member_189,0.2,0.5,0.5585075862632192,4,4,2
member_190,0.2,0.5,0.5413996682199069,4,5,2
member_191,0.1,0.25,0.24630238874073,4,5,1
member_192,0.1,0.25,0.15101961822780524,4,6,1
member_193,0.1,0.25,0.19519002499605084,4,6,1
member_194,0.3,0.75,0.75369761125927,4,5,3
member_195,0.2,0.5,0.3973220069685352,4,6,2
member_196,0.1,0.25,0.24630238874073,4,4,1
member_197,0.2,0.5,0.44149241373678083,4,5,2
member_198,0.1,0.25,0.3903800499921017,4,5,1
member_199,0.1,0.25,0.24630238874073,4,7,1
member_200,0.1,0.25,0.16812753627111746,4,6,1
member_201,0.3,0.75,0.592512031964586,4,6,3
member_202,0.2,0.5,0.3853585682515056,4,6,2
member_203,0.1,0.25,0.19519002499605084,4,5,1
member_204,0.3,0.75,0.4852658227346317,4,6,3
member_205,0.2,0.5,0.5413996682199069,4,5,2
member_206,0.1,0.25,0.16812753627111746,4,6,1
member_207,0.2,0.5,0.5585075862632192,4,7,2
member_208,0.2,0.5,0.34620964322385606,4,5,2
member_209,0.1,0.25,0.24630238874073,4,5,1
member_210,0.1,0.25,0.24630238874073,4,5,1
member_211,0.2,0.5,0.5294362295028773,4,7,2
member_212,0.1,0.25,0.24630238874073,4,5,1
member_213,0.2,0.5,0.36331756126716835,4,6,2
member_214,0.2,0.5,0.5855700749881525,4,6,2
member_215,0.2,0.5,0.6366824387328317,4,6,2
member_216,0.2,0.5,0.5855700749881525,4,6,2
member_217,0.2,0.5,0.3191471544989227,4,6,2
member_218,0.0,0.0,0.0,4,6,0
member_219,0.2,0.5,0.36331756126716835,4,5,2
member_220,0.3,0.75,0.75369761125927,4,5,3
member_221,0.1,0.25,0.19519002499605084,4,4,1
member_222,0.3,0.75,0.6804558477306826,4,6,3
member_223,0.1,0.25,0.15101961822780524,4,7,1
member_224,0.1,0.25,0.3903800499921017,4,6,1
member_225,0.1,0.25,0.19519002499605084,4,6,1
member_226,0.1,0.25,0.3903800499921017,4,7,1
member_227,0.2,0.5,0.3973220069685352,4,8,2
member_228,0.0,0.0,0.0,4,5,0
member_229,0.3,0.75,0.6804558477306826,4,6,3
member_230,0.2,0.5,0.3973220069685352,4,6,2
member_231,0.1,0.25,0.3903800499921017,4,5,1
member_232,0.3,0.75,0.5274486902992358,4,7,3
member_233,0.2,0.5,0.3191471544989227,4,6,2
member_234,0.3,0.75,0.787702056960637,4,5,3
member_235,0.0,0.0,0.0,4,6,0
member_236,0.1,0.25,0.13905617951077562,4,6,1
member_237,0.3,0.75,0.5143371794949736,4,7,3
member_238,0.0,0.0,0.0,4,6,0
member_239,0.1,0.25,0.16812753627111746,4,7,1
member_240,0.1,0.25,0.3903800499921017,4,5,1
member_241,0.3,0.75,0.75369761125927,4,5,3
member_242,0.2,0.5,0.4144299250118475,4,6,2
member_243,0.2,0.5,0.36331756126716835,4,5,2
member_244,0.3,0.75,0.5654495432396527,4,6,3
member_245,0.2,0.5,0.3973220069685352,4,5,2
member_246,0.3,0.75,0.6975637657739948,4,7,3
member_247,0.1,0.25,0.15101961822780524,4,6,1
member_248,0.2,0.5,0.3191471544989227,4,7,2
member_249,0.0,0.0,0.0,4,5,0
member_250,0.2,0.5,0.44149241373678083,4,5,2
member_251,0.3,0.75,0.7095272044910244,4,6,3
member_252,0.2,0.5,0.29007579773858083,4,7,2
member_253,0.0,0.0,0.0,4,5,0
member_254,0.1,0.25,0.16812753627111746,4,4,1
member_255,0.0,0.0,0.0,4,6,0
member_256,0.2,0.5,0.3853585682515056,4,6,2
member_257,0.2,0.5,0.33424620450682646,4,7,2
member_258,0.1,0.25,0.15101961822780524,4,5,1
member_259,0.0,0.0,0.0,4,5,0
member_260,0.2,0.5,0.34620964322385606,4,6,2
member_261,0.1,0.25,0.15101961822780524,4,6,1
member_262,0.2,0.5,0.5585075862632192,4,5,2
member_263,0.2,0.5,0.33424620450682646,4,7,2
member_264,0.2,0.5,0.5855700749881525,4,5,2
member_265,0.3,0.75,0.8048099750039491,4,7,3
member_266,0.3,0.75,0.4373103991125936,4,7,3
member_267,0.3,0.75,0.5143371794949736,4,7,3
member_268,0.2,0.5,0.2691828628414762,4,8,2
member_269,0.2,0.5,0.44149241373678083,4,6,2
member_270,0.4,1.0,0.9709286432396583,4,6,4
member_271,0.1,0.25,0.19519002499605084,4,5,1
member_272,0.0,0.0,0.0,4,6,0
member_273,0.1,0.25,0.3903800499921017,4,7,1
member_274,0.2,0.5,0.4144299250118475,4,8,2
member_275,0.1,0.25,0.16812753627111746,4,7,1
member_276,0.3,0.75,0.5805485932475565,4,7,3
member_277,0.2,0.5,0.5585075862632192,4,7,2
member_278,0.0,0.0,0.0,4,6,0
member_279,0.2,0.5,0.3853585682515056,4,7,2
member_280,0.2,0.5,0.5855700749881525,4,5,2
member_281,0.2,0.5,0.33424620450682646,4,6,2
member_282,0.2,0.5,0.34620964322385606,4,6,2
member_283,0.1,0.25,0.13905617951077562,4,6,1
member_284,0.1,0.25,0.15101961822780524,4,7,1
member_285,0.0,0.0,0.0,4,5,0
member_286,0.2,0.5,0.33424620450682646,4,6,2
member_287,0.2,0.5,0.33424620450682646,4,8,2
member_288,0.2,0.5,0.5855700749881525,4,5,2
member_289,0.3,0.75,0.4852658227346317,4,6,3
member_290,0.2,0.5,0.3071837157818931,4,7,2
member_291,0.1,0.25,0.3903800499921017,4,4,1
member_292,0.3,0.75,0.553486104522623,4,7,3
member_293,0.3,0.75,0.4763363265545566,4,7,3
member_294,0.2,0.5,0.5585075862632192,4,6,2
member_295,0.2,0.5,0.5585075862632192,4,6,2
member_296,0.2,0.5,0.3973220069685352,4,5,2
member_297,0.2,0.5,0.36331756126716835,4,5,2
member_298,0.1,0.25,0.16812753627111746,4,6,1
member_299,0.4,1.0,0.6533933590057491,4,7,4
member_300,0.2,0.5,0.36331756126716835,4,6,2
member_301,0.2,0.5,0.44149241373678083,4,6,2
member_302,0.2,0.5,0.33424620450682646,4,6,2
member_303,0.3,0.75,0.7668091220635322,4,8,3
member_304,0.2,0.5,0.4144299250118475,4,5,2
member_305,0.3,0.75,0.4852658227346317,4,6,3
member_306,0.1,0.25,0.16812753627111746,4,4,1
member_307,0.1,0.25,0.24630238874073,4,6,1
member_308,0.1,0.25,0.13905617951077562,4,6,1
member_309,0.2,0.5,0.3191471544989227,4,5,2
member_310,0.2,0.5,0.5294362295028773,4,6,2
member_311,0.3,0.75,0.7095272044910244,4,6,3
member_312,0.2,0.5,0.5855700749881525,4,5,2
member_313,0.1,0.25,0.19519002499605084,4,5,1
member_314,0.1,0.25,0.13905617951077562,4,6,1
member_315,0.2,0.5,0.44149241373678083,4,6,2
member_316,0.3,0.75,0.5654495432396527,4,7,3
member_317,0.2,0.5,0.32531670832675136,4,7,2
member_318,0.1,0.25,0.15101961822780524,4,6,1
member_319,0.2,0.5,0.3973220069685352,4,5,2
member_320,0.1,0.25,0.16812753627111746,4,6,1
member_321,0.2,0.5,0.33424620450682646,4,6,2
member_322,0.4,1.0,0.9709286432396583,4,7,4
member_323,0.2,0.5,0.44149241373678083,4,6,2
member_324,0.1,0.25,0.16812753627111746,4,8,1
member_325,0.1,0.25,0.16812753627111746,4,7,1
member_326,0.2,0.5,0.36331756126716835,4,6,2
member_327,0.2,0.5,0.3191471544989227,4,6,2
member_328,0.2,0.5,0.3973220069685352,4,5,2
member_329,0.2,0.5,0.3853585682515056,4,6,2
member_330,0.2,0.5,0.5413996682199069,4,7,2
member_331,0.1,0.25,0.24630238874073,4,5,1
member_332,0.3,0.75,0.5143371794949736,4,6,3
member_333,0.1,0.25,0.19519002499605084,4,5,1
member_334,0.0,0.0,0.0,4,6,0
member_335,0.2,0.5,0.5855700749881525,4,6,2
member_336,0.2,0.5,0.3853585682515056,4,6,2
member_337,0.1,0.25,0.15101961822780524,4,6,1
member_338,0.3,0.75,0.6804558477306826,4,7,3
member_339,0.2,0.5,0.2691828628414762,4,7,2
member_340,0.0,0.0,0.0,4,6,0
member_341,0.2,0.5,0.5413996682199069,4,7,2
member_342,0.2,0.5,0.2691828628414762,4,7,2
member_343,0.1,0.25,0.15101961822780524,4,6,1
member_344,0.1,0.25,0.19519002499605084,4,5,1
member_345,0.3,0.75,0.592512031964586,4,7,3
member_346,0.0,0.0,0.0,4,7,0
member_347,0.1,0.25,0.3903800499921017,4,6,1
member_348,0.2,0.5,0.3191471544989227,4,5,2
member_349,0.2,0.5,0.5585075862632192,4,7,2
member_350,0.1,0.25,0.16812753627111746,4,6,1
member_351,0.2,0.5,0.29007579773858083,4,7,2
member_352,0.1,0.25,0.3903800499921017,4,5,1
member_353,0.3,0.75,0.6804558477306826,4,6,3
member_354,0.1,0.25,0.19519002499605084,4,6,1
member_355,0.1,0.25,0.15101961822780524,4,7,1
member_356,0.0,0.0,0.0,4,5,0
member_357,0.1,0.25,0.13905617951077562,4,6,1
member_358,0.1,0.25,0.19519002499605084,4,7,1
member_359,0.2,0.5,0.5585075862632192,4,7,2
member_360,0.1,0.25,0.19519002499605084,4,7,1
member_361,0.1,0.25,0.3903800499921017,4,8,1
member_362,0.2,0.5,0.5585075862632192,4,7,2
member_363,0.1,0.25,0.13905617951077562,4,6,1
member_364,0.1,0.25,0.3903800499921017,4,6,1
member_365,0.1,0.25,0.16812753627111746,4,6,1
member_366,0.1,0.25,0.19519002499605084,4,5,1
member_367,0.2,0.5,0.29007579773858083,4,7,2
member_368,0.2,0.5,0.5294362295028773,4,6,2
member_369,0.2,0.5,0.3191471544989227,4,6,2
member_370,0.2,0.5,0.5855700749881525,4,7,2
member_371,0.1,0.25,0.16812753627111746,4,5,1
member_372,0.2,0.5,0.3853585682515056,4,6,2
member_373,0.2,0.5,0.3853585682515056,4,6,2
member_374,0.3,0.75,0.6804558477306826,4,7,3
member_375,0.2,0.5,0.3973220069685352,4,5,2
member_376,0.2,0.5,0.3191471544989227,4,5,2
member_377,0.3,0.75,0.5654495432396527,4,7,3
member_378,0.1,0.25,0.13012668333070054,4,7,1
member_379,0.2,0.5,0.44149241373678083,4,4,2
member_380,0.2,0.5,0.3973220069685352,4,7,2
member_381,0.2,0.5,0.298254219601818,4,7,2
member_382,0.2,0.5,0.5413996682199069,4,8,2
member_383,0.2,0.5,0.5413996682199069,4,6,2
member_384,0.2,0.5,0.3853585682515056,4,6,2
member_385,0.2,0.5,0.3853585682515056,4,6,2
member_386,0.3,0.75,0.8048099750039491,4,6,3
member_387,0.2,0.5,0.34620964322385606,4,6,2
member_388,0.2,0.5,0.29007579773858083,4,7,2
member_389,0.1,0.25,0.24630238874073,4,4,1
member_390,0.3,0.75,0.49344424459786884,4,7,3
member_391,0.3,0.75,0.592512031964586,4,5,3
member_392,0.1,0.25,0.19519002499605084,4,4,1
member_393,0.0,0.0,0.0,4,7,0
member_394,0.1,0.25,0.3903800499921017,4,5,1
member_395,0.3,0.75,0.49344424459786884,4,7,3
member_396,0.2,0.5,0.44149241373678083,4,5,2
member_397,0.3,0.75,0.6804558477306826,4,6,3
member_398,0.3,0.75,0.46437288783752695,4,7,3
member_399,0.1,0.25,0.24630238874073,4,5,1
member_400,0.3,0.75,0.6975637657739948,4,6,3
member_401,0.2,0.5,0.3973220069685352,4,5,2
member_402,0.2,0.5,0.4144299250118475,4,6,2
member_403,0.1,0.25,0.3903800499921017,4,5,1
member_404,0.2,0.5,0.34620964322385606,4,6,2
member_405,0.3,0.75,0.553486104522623,4,6,3
member_406,0.2,0.5,0.44149241373678083,4,4,2
member_407,0.1,0.25,0.16812753627111746,4,5,1
member_408,0.2,0.5,0.4144299250118475,4,5,2
member_409,0.2,0.5,0.5855700749881525,4,5,2
member_410,0.1,0.25,0.19519002499605084,4,4,1
member_411,0.3,0.75,0.4852658227346317,4,6,3
member_412,0.1,0.25,0.19519002499605084,4,6,1
member_413,0.1,0.25,0.3903800499921017,4,6,1
member_414,0.1,0.25,0.24630238874073,4,6,1
member_415,0.1,0.25,0.3903800499921017,4,5,1
member_416,0.3,0.75,0.4582033340096983,4,6,3
member_417,0.0,0.0,0.0,4,5,0
member_418,0.4,1.0,0.8117854639642847,4,8,4
member_419,0.2,0.5,0.4144299250118475,4,6,2
member_420,0.1,0.25,0.3903800499921017,4,6,1
member_421,0.2,0.5,0.34620964322385606,4,5,2
member_422,0.1,0.25,0.13012668333070054,4,7,1
member_423,0.1,0.25,0.16812753627111746,4,6,1
member_424,0.1,0.25,0.3903800499921017,4,8,1
member_425,0.2,0.5,0.32531670832675136,4,7,2
member_426,0.1,0.25,0.24630238874073,4,5,1
member_427,0.1,0.25,0.3903800499921017,4,5,1
member_428,0.1,0.25,0.15101961822780524,4,6,1
member_429,0.1,0.25,0.3903800499921017,4,5,1
member_430,0.2,0.5,0.6366824387328317,4,7,2
member_431,0.3,0.75,0.8048099750039491,4,8,3
member_432,0.3,0.75,0.6804558477306826,4,7,3
member_433,0.1,0.25,0.19519002499605084,4,6,1
member_434,0.3,0.75,0.6975637657739948,4,6,3
member_435,0.2,0.5,0.36331756126716835,4,5,2
member_436,0.3,0.75,0.4852658227346317,4,7,3
member_437,0.2,0.5,0.4144299250118475,4,7,2
member_438,0.3,0.75,0.7095272044910244,4,9,3
member_439,0.3,0.75,0.7365896932159578,4,5,3
member_440,0.1,0.25,0.24630238874073,4,4,1
member_441,0.1,0.25,0.3903800499921017,4,5,1
member_442,0.2,0.5,0.3191471544989227,4,5,2
member_443,0.3,0.75,0.5363781864793108,4,6,3
member_444,0.1,0.25,0.13905617951077562,4,6,1
member_445,0.2,0.5,0.34620964322385606,4,6,2
member_446,0.2,0.5,0.44149241373678083,4,6,2
member_447,0.2,0.5,0.4144299250118475,4,6,2
member_448,0.3,0.75,0.5805485932475565,4,7,3
member_449,0.1,0.25,0.15101961822780524,4,6,1
member_450,0.3,0.75,0.75369761125927,4,7,3
member_451,0.1,0.25,0.15101961822780524,4,5,1
member_452,0.1,0.25,0.15101961822780524,4,5,1
member_453,0.1,0.25,0.16812753627111746,4,6,1
member_454,0.0,0.0,0.0,4,4,0
member_455,0.1,0.25,0.16812753627111746,4,5,1
member_456,0.2,0.5,0.3191471544989227,4,6,2
member_457,0.2,0.5,0.33424620450682646,4,6,2
member_458,0.3,0.75,0.592512031964586,4,6,3
member_459,0.2,0.5,0.5413996682199069,4,7,2
member_460,0.2,0.5,0.44149241373678083,4,5,2
member_461,0.2,0.5,0.3764290720714305,4,7,2
member_462,0.1,0.25,0.24630238874073,4,5,1
member_463,0.3,0.75,0.75369761125927,4,4,3
member_464,0.0,0.0,0.0,4,5,0
member_465,0.1,0.25,0.15101961822780524,4,7,1
member_466,0.2,0.5,0.6366824387328317,4,5,2
member_467,0.2,0.5,0.36331756126716835,4,5,2
member_468,0.1,0.25,0.3903800499921017,4,6,1
member_469,0.3,0.75,0.6096199500078984,4,6,3
member_470,0.2,0.5,0.5585075862632192,4,5,2
member_471,0.1,0.25,0.13905617951077562,4,6,1
member_472,0.1,0.25,0.15101961822780524,4,5,1
member_473,0.0,0.0,0.0,4,5,0
member_474,0.3,0.75,0.553486104522623,4,7,3
member_475,0.2,0.5,0.36331756126716835,4,5,2
member_476,0.2,0.5,0.3973220069685352,4,6,2
member_477,0.2,0.5,0.5585075862632192,4,4,2
member_478,0.1,0.25,0.15101961822780524,4,5,1
member_479,0.2,0.5,0.34620964322385606,4,7,2
member_480,0.3,0.75,0.7757386182436072,4,8,3
member_481,0.3,0.75,0.592512031964586,4,6,3
member_482,0.2,0.5,0.44149241373678083,4,6,2
member_483,0.2,0.5,0.3071837157818931,4,6,2
member_484,0.2,0.5,0.3071837157818931,4,6,2
member_485,0.1,0.25,0.3903800499921017,4,6,1
member_486,0.1,0.25,0.19519002499605084,4,5,1
